skz;name;plz;ort;strasse;tel;mail_vw;url_hp;art;
314041;Volksschule Hainfeld;3170;Hainfeld;Kirchengasse 10;02764/2353-1 (Direktion);vs.hainfeld@noeschule.at;www.vshainfeld.ac.at;APS $VS;
314042;Neue Niederösterreichische Mittelschule St. Aegyd am Neuwalde;3193;St. Aegyd am Neuwalde;Pfarrsiedlung 1;02768/6101;hs.staegyd@noeschule.at;;APS $HS NMS;
314051;Volksschule Hohenberg;3192;Hohenberg;Obere Hauptstraße 5;02767/8264;vs.hohenberg@noeschule.at;;APS $VS;
314052;Neue Niederösterreichische Mittelschule Traisen;3160;Traisen;Hainfelder Straße 2;02762/62397;hs.traisen@noeschule.at;;APS $HS PTS NMS;
314061;Volksschule Kaumberg;2572;Kaumberg;Markt 150;0660 73 50 138;vs.kaumberg@noeschule.at;www.vs-kaumberg.at;APS $VS;
314062;Neue Niederösterreichische Mittelschule St. Veit an der Gölsen;3161;St. Veit an der Gölsen;Bahnstraße 3;02763/2454;hs.stveit-goelsen@noeschule.at;www.hsstveit-goelsen.ac.at;APS $HS NMS;
314081;Volksschule Kleinzell;3171;Kleinzell;Nr. 112;02766/246;vs.kleinzell@noeschule.at;;APS $VS;
314101;Volksschule Lilienfeld;3180;Lilienfeld;Schulgasse 6;02762/52137-1;vs.lilienfeld@noeschule.at;www.vslilienfeld.ac.at/;APS $VS;
314111;Volksschule Mitterbach am Erlaufsee;3224;Mitterbach am Erlaufsee;Hauptstraße 15;03882/2472;vs.mitterbach@noeschule.at;;APS $VS;
314121;Volksschule St. Veit an der Gölsen, Rainfeld;3162;Rainfeld an der Gölsen;Rainfelder Hauptstraße 44;02763/2216;vs.rainfeld@noeschule.at;;APS $VS;
314131;Volksschule Ramsau;3172;Ramsau;Oberdörfl 13;02764/8245;vs.ramsau@noeschule.at;;APS $VS;
314151;Volksschule Rohrbach an der Gölsen;3163;Rohrbach an der Gölsen;Schulstraße 10;02764/2337;vs.rohrbach-goelsen@noeschule.at;;APS $VS;
314161;Volksschule St. Aegyd am Neuwalde;3193;St. Aegyd am Neuwalde;Kirchenplatz 6;02768/2221;vs.staegyd@noeschule.at;www.vsstaegyd.ac.at;APS $VS;
314171;Volksschule St. Veit an der Gölsen;3161;St. Veit an der Gölsen;Bahnstraße 3;02763/2334;vs.stveit-goelsen@noeschule.at;vsstveit-goelsen.ac.at;APS $VS;
314191;Volksschule Traisen;3160;Traisen;Ebnerstraße 6;02762/62572, 02762/65444;vs.traisen@noeschule.at;vstraisen.ac.at;APS $VS;
314201;Volksschule Türnitz;3184;Türnitz;Unterer Markt 16;02769/8232;vs.tuernitz@noeschule.at;;APS $VS;
314241;"Niederhofschule des Vereins ""Lebensraum Niederhof"", Lilienfeld";3180;Lilienfeld;Zögersbachstraße 26;02762/5509933;pvs.lilienfeld@noeschule.at;www.niederhof.org;APS $VS STS;
314419;Höhere Bundeslehranstalt für wirtschaftliche Berufe Türnitz;3184;Türnitz;Auhofstrasse 41;02769/8301-0;hlw.tuernitz@noeschule.at;www.hlwtuernitz.ac.at;BBS W$S WHS WMS;
315011;Volksschule Schönbühel - Aggsbach;3642;Aggsbach Dorf;Nr. 43;02753/8004;vs.schoenbuehel-aggsbach@noeschule.at;www.aggsbach-dorf.at/daten/schule/schule.htm;APS $VS;
315012;Hauptschule Yspertal;3683;Yspertal;Schulstraße 11;07415/7346;hs.yspertal@noeschule.at;www.hs.yspertal.com;APS $HS;
315013;Allgemeine Sonderschule Loosdorf;3382;Loosdorf;Otto Glöckel-Straße 6-8;02754/6821;spz.loosdorf@noeschule.at;www.spzloosdorf.ac.at;APS $AS SPZ;
315014;Polytechnische Schule Mank Melk;3240;Mank;Schulstraße 7;02755/2424, Mobil 0664/5902770;pts.mank@noeschule.at;www.poly-mank-melk.at;APS PTS;
315015;Landesberufsschule Pöchlarn;3380;Pöchlarn;Plesserstraße 1;02757/2634;holz.it@lbspoechlarn.ac.at;www.lbspoechlarn.ac.at;BPS BRS;
315016;Öffentliches Stiftsgymnasium und Oberstufenrealgymnasium der Benediktiner, Melk;3390;Melk;Abt Berthold Dietmayr-Straße 1;02752/555-411;gym.melk@noeschule.at;www.gymmelk.ac.at;AHS GYM ORG;
315021;Volksschule Yspertal;3683;Yspertal;Pisching 14;07415/7367;vs.yspertal@noeschule.at;www.vsyspertal.ac.at;APS $VS;
315022;Hauptschule Blindenmarkt;3372;Blindenmarkt;Lindenstraße 18;07473/2359;hs.blindenmarkt@noeschule.at;www.hsblindenmarkt.ac.at;APS $HS PTS;
315023;Allgemeine Sonderschule Pöchlarn;3380;Pöchlarn;Gernotstraße 4;02757/2720;aso.poechlarn@noeschule.at;www.nibelungenschule.at;APS $AS;
315031;Volksschule Artstetten - Pöbring;3661;Artstetten;Schulstr. 1;07413/8520;vs.artstetten-poebring@noeschule.at;;APS $VS;
315032;Neue Niederösterreichische Mittelschule Kilb;3233;Kilb;Kohlenbergstraße 3;02748/7209;hs.kilb@noeschule.at;www.hs.kilb.at;APS $HS NMS;
315041;Volksschule Bischofstetten;3232;Bischofstetten;Kirchenplatz 5;02748/8250;vs.bischofstetten@noeschule.at;;APS $VS;
315042;Neue Niederösterreichische Mittelschule Krummnussbaum;3375;Krummnussbaum;Rathausstraße 10;02757/2424;hs.krummnussbaum@noeschule.at;www.hskrummnussbaum.ac.at;APS $HS NMS;
315051;Volksschule Blindenmarkt;3372;Blindenmarkt;Lindenstraße 18;07473/2373;vs.blindenmarkt@noeschule.at;www.vsblindenmarkt.at;APS $VS;
315052;Neue Niederösterreichische Mittelschule Loosdorf;3382;Loosdorf;Otto Glöckel-Straße 6-8;02754/6282;hs.loosdorf@noeschule.at;www.hsloosdorf.ac.at;APS $HS NMS;
315053;Allgemeine Sonderschule Ybbs an der Donau;3370;Ybbs an der Donau;Schulring 7;07412/52588;aso.ybbs@noeschule.at;www.spz-ybbs.ac.at;APS $AS SPZ;
315062;Hauptschule Mank;3240;Mank;Schulstraße 7;02755/2335;hs.mank@noeschule.at;www.nms-mank.at;APS $HS;
315063;Allgemeine Sonderschule Mank;3240;Mank;Schulstraße 7;02755/2335 32;aso.mank@noeschule.at;http://www.asomank.ac.at/;APS $AS;
315071;Volksschule Dorfstetten;4392;Dorfstetten;Forstamt 8;07260/8209;vs.dorfstetten@noeschule.at;;APS $VS;
315072;Neue Niederösterreichische Mittelschule Melk;3390;Melk;Abt Karl Straße 41;02752/52512;hs.melk@noeschule.at;www.hsmelk.at;APS $HS NMS;
315082;Neue Niederösterreichische Mittelschule Pöchlarn;3380;Pöchlarn;Nibelungenstraße 5;02757/2317;hs.poechlarn@noeschule.at;;APS $HS NMS;
315091;Volksschule Erlauf;3253;Erlauf;Schulstraße 17;02757/6279;vs.erlauf@noeschule.at;;APS $VS;
315092;Hauptschule Pöggstall;3650;Pöggstall;Schulstraße 3;02758/4004;hs.poeggstall@noeschule.at;www.hspoeggstall.ac.at;APS $HS;
315101;Volksschule Dunkelsteinerwald, Gansbach;3122;Gansbach;Marktplatz 15;02753/364;vs.gansbach@noeschule.at;www.vsgansbach.ac.at;APS $VS;
315102;Hauptschule St. Leonhard am Forst;3243;St. Leonhard am Forst;Manker Straße 1;02756/2261;hs.stleonhard-forst@noeschule.at;http://www.hsstleonhard-forst.ac.at;APS $HS;
315111;Volksschule Dunkelsteinerwald, Gerolding;3392;Gerolding;Dorfplatz 1;02752/8649;vs.gerolding@noeschule.at;www.vsgerolding.at;APS $VS;
315112;Hauptschule Ybbs an der Donau;3370;Ybbs an der Donau;Schulring 7;07412/52491;hs.ybbs@noeschule.at;www.shsybbs.ac.at;APS $HS PTS;
315121;Volksschule Golling an der Erlauf;3381;Golling an der Erlauf;Schulstraße 2;02757/2635;vs.golling@noeschule.at;www.vsgolling.ac.at;APS $VS;
315132;Neue Niederösterreichische Mittelschule Emmersdorf an der Donau;3644;Emmersdorf an der Donau;Schulgasse 2;02752/70039;hs.emmersdorf@noeschule.at;www.nms-emmersdorf.at;APS $HS NMS;
315134;Polytechnische Schule Münichreith - Laimbach;3663;Laimbach am Ostrong;Nr. 102;02758/5251;pts.muenichreith-laimbach@noeschule.at;www.ptslaimbach.ac.at;APS PTS;
315142;Hauptschule Hürm;3383;Hürm;Nr. 15;02754/8542;hs.huerm@noeschule.at;www.hshuerm.ac.at;APS $HS;
315151;Volksschule Hürm;3383;Hürm;Nr. 15;02754/854220;vs.huerm@noeschule.at;vshuerm.ac.at;APS $VS;
315152;Hauptschule Persenbeug - Gottsdorf;3680;Persenbeug;Schubertstraße 32;07412/58002;hs.persenbeug@noeschule.at;www.hspersenbeug.ac.at;APS $HS;
315171;Volksschule Kilb;3233;Kilb;St. Pöltner Straße 11;02748/7827;vs.kilb@noeschule.at;www.vskilb.ac.at;APS $VS;
315181;Volksschule Kirnberg an der Mank;3241;Kirnberg an der Mank;Schulgasse 2;02755/4082;vs.kirnberg@noeschule.at;;APS $VS;
315191;Volksschule Kleinpöchlarn;3660;Kleinpöchlarn;Schulstraße 2;07413/8227-11;vs.kleinpoechlarn@noeschule.at;;APS $VS;
315201;Volksschule Krummnussbaum;3375;Krummnussbaum;Rathausstraße 10;02757/8632;vs.krummnussbaum@noeschule.at;;APS $VS;
315211;Volksschule Münichreith - Laimbach, Laimbach;3663;Laimbach am Ostrong;Nr. 102;02758/5250;vs.laimbach@noeschule.at;;APS $VS;
315221;Volksschule Leiben;3652;Leiben;Hauptstraße 11;02752/71064;vs.leiben@noeschule.at;;APS $VS;
315231;Volksschule Loosdorf;3382;Loosdorf;Otto Glöckel-Straße 6-8;02754/6401;vs.loosdorf@noeschule.at;www.vsloosdorf.at;APS $VS;
315241;Volksschule Mank;3240;Mank;Friedhofsweg 6;02755/4013;vs.mank@noeschule.at;;APS $VS;
315251;Volksschule Marbach an der Donau;3671;Marbach an der Donau;Prangerplatz 36;07413/374;vs.marbach@noeschule.at;www.vsmarbach.ac.at;APS $VS;
315261;Volksschule Maria Taferl;3672;Maria Taferl;Nr. 32;07413/321;vs.maria-taferl@noeschule.at;;APS $VS;
315291;Volksschule Melk;3390;Melk;Dr. Wilhelm Reich-Straße 7;02752/52610;vs.melk@noeschule.at;www.vsmelk.ac.at;APS $VS;
315301;Volksschule Münichreith - Laimbach, Münichreith;3662;Münichreith am Ostrong;Nr. 44;07413/7800;vs.muenichreith@noeschule.at;;APS $VS;
315321;Volksschule Neumarkt an der Ybbs;3371;Neumarkt an der Ybbs;Schulstraße 7;07412/58979;vs.neumarkt@noeschule.at;www.vsneumarkt.ac.at;APS $VS;
315331;Volksschule Nöchling;3691;Nöchling;Unterer Markt 12;07414/7297;vs.noechling@noeschule.at;;APS $VS;
315341;Volksschule Persenbeug - Gottsdorf;3680;Persenbeug;Rollfährestraße 15;07412/52378;vs.persenbeug@noeschule.at;www.vspersenbeug.ac.at;APS $VS;
315351;Volksschule Petzenkirchen;3252;Petzenkirchen;Fritz Sedlazeck-Platz 5;07416/52137;vs.petzenkirchen@noeschule.at;;APS $VS;
315391;Volksschule Pöchlarn;3380;Pöchlarn;Gernotstraße 4;02757/7687;vs.poechlarn@noeschule.at;www.vspoechlarn.ac.at;APS $VS;
315401;Volksschule Pöggstall;3650;Pöggstall;Schulstraße 5;02758/4034;vs.poeggstall@noeschule.at;www.volksschule.poeggstall.at;APS $VS $AS;
315411;Volksschule Raxendorf;3654;Raxendorf;Nr. 28;02758/7191;vs.raxendorf@noeschule.at;;APS $VS;
315428;Handelsakademie und Handelsschule der Stadtgemeinde Ybbs/Donau;3370;Ybbs/Donau;Schulring 1;07412/52575;hak.ybbs@noeschule.at;www.sz-ybbs.ac.at;BBS K$S KMS KHS;
315437;Meisterklasse für Tischlerei, Pöchlarn;3380;Pöchlarn;Oskar Kokoschka Straße 5;02757/7690;ms.poechlarn@noeschule.at;www.meisterschule-tischler.at;BBS T$S TMS;
315441;Volksschule Ruprechtshofen;3244;Ruprechtshofen;Schulstraße 2;02756/2518;vs.ruprechtshofen@noeschule.at;;APS $VS;
315449;Höhere Lehranstalt für wirtschaftliche Berufe des Zisterzienserstiftes, Ysper;3683;Yspertal;Schulstraße 13;07415/7249-0;hla.ysper@noeschule.at;www.hlaysper.ac.at;BBS W$S WMS WHS;
315451;Volksschule St. Martin - Karlsbach;3376;St.Martin-Karlsbach;Lindenstraße 2;07412/58901;vs.stmartin-karlsbach@noeschule.at;;APS $VS;
315461;Volksschule St. Oswald;3684;St. Oswald;Nr. 59;07415/7472;vs.stoswald@noeschule.at;;APS $VS;
315467;Höhere technische Lehranstalt der Stadtgemeinde Ybbs/Donau;3370;Ybbs/Donau;Schulring 6;07412/52575-511;htl.ybbs@noeschule.at;www.sz-ybbs.ac.at;BBS T$S THS;
315491;Volksschule Texingtal, Texing;3242;Texing;Nr. 19;02755/7256;vs.texing@noeschule.at;www.vstexing.ac.at;APS $VS;
315501;Volksschule Weiten;3653;Weiten;Schulstraße 122;02758/8010;vs.weiten@noeschule.at;www.vs.weiten.at;APS $VS;
315511;Volksschule Ybbs an der Donau;3370;Ybbs an der Donau;Prof. Wirtinger Gasse 1;07412/52409;vs.ybbs@noeschule.at;;APS $VS;
315521;Volksschule Zelking - Matzleinsdorf;3393;Zelking;Pöchlarner Straße 9;02752/52010;vs.zelking-matzleinsdorf@noeschule.at;;APS $VS;
315541;Volksschule Emmersdorf an der Donau;3644;Emmersdorf an der Donau;Schulgasse 1;02752/71410;vs.emmersdorf@noeschule.at;www.vsemmersdorf.ac.at;APS $VS;
315710;Landwirtschaftliche Fachschule Sooß;3382;Loosdorf;Sooß 1;02754/6154;;;BBS LFS;
316011;Volksschule Altlichtenwarth;2144;Altlichtenwarth;Hauptstraße 430;02533/801109;vs.altlichtenwarth@noeschule.at;;APS $VS;
316012;Hauptschule Asparn an der Zaya;2151;Asparn an der Zaya;Schulgasse 12;02577/8003;hs.asparn-zaya@noeschule.at;www.hsasparn.ac.at;APS $HS $AS;
316013;Allgemeine Sonderschule Laa an der Thaya;2136;Laa an der Thaya;Anton Bruckner-Straße 1-3;02522/8303;aso.laa-thaya@noeschule.at;www.spzlaa.ac.at;APS $AS SPZ;
316015;Landesberufsschule Laa/Thaya;2136;Laa/Thaya;Wehrgärten 3;02522/2304;direktion@lbslaa-thaya.ac.at;www.lbslaa-thaya.ac.at;BPS BRS;
316016;Bundesgymnasium und Bundesrealgymnasium Laa/Thaya;2136;Laa/Thaya;Martin Wachter-Platz 6;02522/2401-0;bg.laa-thaya@noeschule.at;www.bglaa.ac.at;AHS GYM;
316023;Allgemeine Sonderschule Mistelbach;2130;Mistelbach;Thomas Freund-Gasse 3;02572/2291;aso.mistelbach@noeschule.at;www.spzmistelbach.ac.at;APS $AS SPZ;
316025;Landesberufsschule Mistelbach;2130;Mistelbach;Conrad von Hötzendorf-Platz 2;02572/2369;direktion@lbsmistelbach.ac.at;www.lbsmistelbach.ac.at;BPS BRS;
316026;Bundesoberstufenrealgymnasium Mistelbach;2130;Mistelbach;Brennerweg 8;02572/2341-29;borg.mistelbach@noeschule.at;www.borgmistelbach.ac.at;AHS ORG;
316032;Neue Niederösterreichische Mittelschule Gaweinstal;2191;Gaweinstal;Schulstraße 2;02574 29500;hs.gaweinstal@noeschule.at;www.hs-gaweinstal.schulweb.at;APS $HS NMS;
316033;Allgemeine Sonderschule Wolkersdorf im Weinviertel;2120;Wolkersdorf im Weinviertel;Kirchenplatz 7;02245/2794;aso.wolkersdorf@noeschule.at;;APS $AS SPZ;
316034;Polytechnische Schule Laa an der Thaya;2136;Laa an der Thaya;Burgplatz 3;0664 1045506;pts.laa-thaya@noeschule.at;http://www.pts-laa.at/;APS PTS;
316036;Bundesgymnasium und Bundesrealgymnasium Wolkersdorf;2120;Wolkersdorf;Withalmstraße 14;02245/82555;bg.wolkersdorf@noeschule.at;www.ahs-wolkersdorf.at;AHS GYM;
316041;Volksschule Asparn an der Zaya;2151;Asparn an der Zaya;Schulgasse 10;02577/8205;vs.asparn-zaya@noeschule.at;;APS $VS;
316042;Hauptschule Großkrut;2143;Großkrut;Schulstraße 5;02556/7254;hs.grosskrut@noeschule.at;;APS $HS;
316043;Allgemeine Sonderschule Poysdorf;2170;Poysdorf;Wiener Straße 3;02552/2297;aso.poysdorf@noeschule.at;;APS $AS;
316051;Volksschule Bernhardsthal;2275;Bernhardsthal;Schulstraße 19;02557/8824;vs.bernhardsthal@noeschule.at;;APS $VS;
316052;Hauptschule Hausbrunn;2145;Hausbrunn;Gottfried von Preyer-Weg 22;02533/808104;hs.hausbrunn@noeschule.at;hs-hausbrunn.at;APS $HS;
316061;Volksschule Bockfließ;2213;Bockfließ;Hauptstraße 56;02288/6525;vs.bockfliess@noeschule.at;;APS $VS;
316062;Hauptschule I Laa an der Thaya;2136;Laa an der Thaya;Anton Bruckner-Straße 1-3;02522/7000;hs.laa-thaya-1@noeschule.at;www.hslaa-thaya-1.ac.at;APS $HS;
316071;Volksschule Drasenhofen;2165;Drasenhofen;Nr. 178;02554/6382;vs.drasenhofen@noeschule.at;;APS $VS;
316072;Hauptschule II Laa an der Thaya;2136;Laa an der Thaya;Breitegasse 6;02522/2272;hs.laa-thaya-2@noeschule.at;http://www.mhs-laa.at/;APS $HS;
316082;Hauptschule I Mistelbach;2130;Mistelbach;Thomas-Freund-Gasse 3;02572/32236;hs.mistelbach-1@noeschule.at;www.hsmistelbach-1.ac.at;APS $HS;
316084;Polytechnische Schule Mistelbach;2130;Mistelbach;Conrad Hötzendorf-Platz 2;02572/32238-11;pts.mistelbach@noeschule.at;www.pts-mistelbach.at;APS PTS;
316092;Europa-Hauptschule II Mistelbach;2130;Mistelbach;Thomas Freund-Gasse 3;02572/32237;hs.mistelbach-2@noeschule.at;www.hsmistelbach-2.ac.at;APS $HS;
316094;Polytechnische Schule Wolkersdorf im Weinviertel;2120;Wolkersdorf im Weinviertel;Obersdorf, Hauptstraße 54;02245/83577;pts.wolkersdorf@noeschule.at;www.pts-wolkersdorf.at;APS PTS;
316102;Neue Niederösterreichische Mittelschule Poysdorf I;2170;Poysdorf;Hindenburgstraße 34;02552/2446;hs.poysdorf-1@noeschule.at;www.hspoysdorf1.ac.at;APS $HS NMS;
316112;Neue Niederösterreichische Mittelschule Poysdorf II;2170;Poysdorf;Wiener Straße 5;02552/2522;hs.poysdorf-2@noeschule.at;www.hspoysdorf-2.ac.at;APS $HS NMS;
316122;Hauptschule Stronsdorf;2153;Stronsdorf;Nr. 3;02526/7326;hs.stronsdorf@noeschule.at;members.nanet.at/hs.stronsdorf;APS $HS;
316131;Volksschule Gaweinstal;2191;Gaweinstal;Schulstraße 4;02574 29400;vs.gaweinstal@noeschule.at;http://www.schoolweb.vsgaweinstal.at;APS $VS $AS;
316132;Neue Niederösterreichische Mittelschule Wolkersdorf I;2120;Wolkersdorf im Weinviertel;Withalmstraße 4;02245/2363;hs.wolkersdorf-1@noeschule.at;www.sps1wolkersdorf.at;APS $HS NMS;
316141;Volksschule Gnadendorf;2152;Gnadendorf;Nr. 106;02525/253;vs.gnadendorf@noeschule.at;www.vsgnadendorf.ac.at/;APS $VS;
316142;Neue Niederösterreichische MittelschuleWolkersdorf II;2120;Wolkersdorf im Weinviertel;Kirchenplatz 7;02245 / 2677;hs.wolkersdorf-2@noeschule.at;www.hswolkersdorf2.ac.at;APS $HS NMS;
316151;Volksschule Großebersdorf;2203;Großebersdorf;Am Sandgraben 1;02245/3511;vs.grossebersdorf@noeschule.at;;APS $VS;
316161;Volksschule Groß-Engersdorf;2212;Groß-Engersdorf;Bahngasse 14;02245/88180;vs.grossengersdorf@noeschule.at;;APS $VS;
316171;Volksschule Großharras;2034;Großharras;Nr. 52;02526/7364;vs.grossharras@noeschule.at;www.vsgrossharras.ac.at;APS $VS;
316181;Volksschule Großkrut;2143;Großkrut;Schulstraße 5;02556/7264 und 02556/7280;vs.grosskrut@noeschule.at;;APS $VS;
316191;Volksschule Fallbach, Hagenberg;2133;Loosdorf;Hagenberg 75;02524/8597;vs.fallbach-hagenberg@noeschule.at;;APS $VS;
316221;Volksschule Hausbrunn;2145;Hausbrunn;Hauptstraße 22;02533/801690;vs.hausbrunn@noeschule.at;;APS $VS;
316231;Volksschule Herrnbaumgarten;2171;Herrnbaumgarten;Hauptstraße 55;02555/2574;vs.herrnbaumgarten@noeschule.at;;APS $VS;
316291;Volksschule Kreuzstetten;2124;Niederkreuzstetten;Schulgasse 25;02263/8487;vs.kreuzstetten@noeschule.at;volksschule.kreuzstetten.at;APS $VS;
316301;Volksschule Laa an der Thaya;2136;Laa an der Thaya;Hubertusgasse 17;02522/2338;vs.laa-thaya@noeschule.at;www.vslaa.ac.at;APS $VS;
316311;Volksschule Ladendorf;2126;Ladendorf;Schulgasse 2;02575/2373;vs.ladendorf@noeschule.at;www.school4you.at/2126/vsladendorf;APS $VS;
316331;Volksschule I Mistelbach;2130;Mistelbach;Bahnzeile 1;02572 2515-6110;vs.mistelbach-1@noeschule.at;www.vsmistelbach-1.ac.at;APS $VS;
316341;Volksschule II Mistelbach;2130;Mistelbach;Bahnzeile 1;02572 2515/6120;vs.mistelbach-2@noeschule.at;www.vs2mistelbach.schulweb.at;APS $VS;
316351;Volksschule Neudorf bei Staatz;2135;Neudorf bei Staatz;Nr. 174;02523/8386;vs.neudorf-staatz@noeschule.at;www.vs-neudorf.schulweb.at;APS $VS;
316371;Volksschule Niederleis;2116;Niederleis;Hauptstraße 153;02576/2228;vs.niederleis@noeschule.at;;APS $VS;
316391;Volksschule Ottenthal;2163;Ottenthal;Nr. 94;02554/8135;vs.ottenthal@noeschule.at;vsottenthal.ac.at;APS $VS;
316417;Höhere technische Lehranstalt für Elektronik Mistelbach;2130;Mistelbach;Karl Katschthaler-Str. 2;02572/32036;htl.mistelbach@noeschule.at;www.htlmistelbach.ac.at;BBS T$S THS;
316418;Bundeshandelsakademie und Bundeshandelsschule Laa/Thaya;2136;Laa/Thaya;Anton-Bruckner-Straße 39;02522/2297-0;hak.laa-thaya@noeschule.at;www.haklaa.ac.at;BBS K$S KMS KHS;
316421;Volksschule Pillichsdorf;2211;Pillichsdorf;Bahnstraße 3;02245/3139;vs.pillichsdorf@noeschule.at;;APS $VS;
316431;Volksschule Poysdorf;2170;Poysdorf;Wiener Straße 3;02552/2580;316431@noeschule.at;www.vspoysdorf.ac.at;APS $VS;
316437;Werkmeisterschule für Berufstätige des WIFI der Wirtschaftskammer für NÖ, Mistelbach;2130;Mistelbach;Pater Helde Straße 19;;wms.mistelbach@noeschule.at;;BBS T$S TWS;
316441;Volksschule Rabensburg;2274;Rabensburg;Hauptstraße 73;02535/3543;vs.rabensburg@noeschule.at;;APS $VS;
316448;Bundeshandelsakademie und Bundeshandelsschule Mistelbach;2130;Mistelbach;Brennerweg 8;02572/2305;hak.mistelbach@noeschule.at;www.hakmistelbach.ac.at;BBS K$S KMS KHS;
316451;Volksschule Schrattenberg;2172;Schrattenberg;Schulgasse 1;02555/24615;vs.schrattenberg@noeschule.at;;APS $VS;
316459;Höhere Bundeslehranstalt für wirtschaftliche Berufe Mistelbach;2130;Mistelbach;Brennerweg 8;02572/2950;hlw.mistelbach@noeschule.at;www.hlwmistelbach.ac.at;BBS W$S WMS WHS;
316469;Schule für Sozialbetreuungsberufe mit dem Schwerpunkt Altenarbeit Mistelbach;2130;Mistelbach;Brennerweg 8;02572/2950-15;fs.mistelbach@noeschule.at;;BBS GES;
316491;Volksschule Staatz;2134;Staatz-Kautendorf;Schlossplatz 3;02524/3530;vs.staatz@noeschule.at;;APS $VS;
316501;Volksschule Stronsdorf;2153;Stronsdorf;Oberschoderlee 64;02526/7290;vs.stronsdorf@noeschule.at;;APS $VS;
316511;Volksschule Ulrichskirchen - Schleinbach;2122;Ulrichskirchen;Neue Schule 1;02245/83018;vs.ulrichskirchen-schleinbach@noeschule.at;www.millenniumsschule.at;APS $VS;
316521;Volksschule Kreuttal;2123;Kreuttal;Unterolberndorf, Kirchenplatz 2;02245/89308;vs.kreuttal@noeschule.at;www.kreuttal.at/Bildung/VSKreuttal/index.html;APS $VS;
316531;Volksschule Gaubitsch;2154;Gaubitsch;Nr. 125;02522/88501;vs.gaubitsch@noeschule.at;;APS $VS;
316561;Volksschule Wildendürnbach;2164;Wildendürnbach;Nr. 183;02523/825240;vs.wildenduernbach@noeschule.at;vs-wildenduernbach.jimdo.com/;APS $VS;
316571;Volksschule Wilfersdorf;2193;Wilfersdorf;Sportplatzstraße 49;02573/2309;vs.wilfersdorf@noeschule.at;;APS $VS;
316581;Volksschule Hochleithen;2123;Traunfeld;Hauptstraße 63;02245/89588;vs.hochleithen@noeschule.at;www.vshochleithen.ac.at;APS $VS;
316591;Volksschule Wolkersdorf im Weinviertel;2120;Wolkersdorf im Weinviertel;Obersdorf, Kirschenallee 2;02245/2481;vs.wolkersdorf@noeschule.at;www.vswolkersdorf.ac.at;APS $VS;
316601;Volksschule Laa an der Thaya, Wulzeshofen;2064;Wulzeshofen;Nr. 53;02527/273;vs.wulzeshofen@noeschule.at;www.wulzeshofen.at;APS $VS;
316631;"Privatschule ""Waldorfschule Dreiklang"" des Verein ""Walddorfschule Dreiklang""";2123;Unterolberndorf;Kreuttalstraße 107;;;;APS STS;
316710;Landwirtschaftliche Fachschule Mistelbach;2130;Mistelbach;Winzerschulgasse 50;02572/2421;;;BBS LFS;
316730;Landwirtschaftliche Fachschule Poysdorf;2170;Poysdorf;Oberer Markt 7;02552/2421;;www.lfs-poysdorf.ac.at;BBS LFS;
316810;Bundesbildungsanstalt für Kindergartenpädagogik Mistelbach;2130;Mistelbach;Brennerweg 8;02572/2950;bakip.mistelbach@noeschule.at;www.bakipmistelbach.ac.at;BBS BAKIP;
317011;Volksschule Achau;2481;Achau;Schulweg 1;02236/722 20;317011@noeschule.at;www.vsachau.ac.at;APS $VS;
317012;Neue Niederösterreichische Mittelschule Brunn am Gebirge-Maria Enzersdorf;2345;Brunn am Gebirge;Jubiläumstraße 1-5;02236/31388;hs.brunn-gebirge@noeschule.at;www.edvhsbrunn.at;APS $HS NMS;
317013;Allgemeine Sonderschule Mödling;2340;Mödling;Untere Bachgasse 3;02236/231 98;317013@noeschule.at;www.spzmoedling.ac.at;APS $AS SPZ;
317014;Polytechnische Schule Mödling;2340;Mödling;Dr. Hanns Schürff-Gasse 51;02236/24673-20;317014@noeschule.at;www.pts-moedling.at/;APS PTS;
317016;Bundesgymnasium Mödling, Untere Bachgasse;2340;Mödling;Untere Bachgasse 8;02236/22511;bg.moedling-bach@noeschule.at;www.bgmoedling-bach.ac.at;AHS GYM;
317021;Volksschule Biedermannsdorf;2362;Biedermannsdorf;Schulweg 5;02236/71331;317021@noeschule.at;www.vsbiedermannsdorf.ac.at;APS $VS;
317022;Neue Niederösterreichische Mittelschule Gumpoldskirchen;2352;Gumpoldskirchen;Jubiläumstraße 23;02252/62152;317022@noeschule.at;www.hsgumpoldskirchen.ac.at;APS $HS NMS;
317023;Allgemeine Sonderschule Hinterbrühl;2371;Hinterbrühl;Gaadnerstraße 36c;02236/267 57;317023@noeschule.at;www.spzhinterbruehl.ac.at;APS $AS SPZ;
317026;Bundesgymnasium und Bundesrealgymnasium Mödling, Keimgasse;2340;Mödling;Franz Keim-Gasse 3;02236/24244-0;bg.moedling-keim@noeschule.at;www.bgmoedling-keim.ac.at;AHS GYM;
317031;Volksschule Breitenfurt bei Wien;2384;Breitenfurt bei Wien;Schulgasse 1;02239/4201;317031@noeschule.at;www.vsbreitenfurt.ac.at;APS $VS;
317032;Neue Niederösterreichische Mittelschule Guntramsdorf;2353;Guntramsdorf;Sportplatzstraße 15;02236/52504-150 od. 151, 152,;hs.guntramsdorf@noeschule.at;www.ms-guntramsdorf.at;APS $HS $AS NMS;
